Oklahoma,Public,2 Year,4697,8314
Oregon,Public,4 Year,8679,20739
Virginia,Public,2 Year,4800,10728
Pennsylvania,Private,4 Year,33122,33122
Washington,Public,4 Year,7323,24444
West Virginia,Public,2 Year,5160,8651
Wyoming,Public,2 Year,3096,7608
Texas,Public,2 Year,1770,5220
New York,Private,4 Year,54584,54584
Arkansas,Private,4 Year,15140,15140
Florida,Private,4 Year,44540,44540
Virginia,Private,4 Year,16764,16764
North Carolina,Public,2 Year,2757,8901
Wisconsin,Private,4 Year,29500,29500
Pennsylvania,Public,4 Year,10543,15062
Ohio,Public,2 Year,4699,8608
Washington,Public,2 Year,4471,4471
Florida,Private,4 Year,13725,13725
California,Public,2 Year,1419,9519
Texas,Public,2 Year,1770,5220
Texas,Public,2 Year,3540,6060
Illinois,Public,2 Year,3972,14946
North Carolina,Public,4 Year,3194,7194
Pennsylvania,Private,4 Year,46940,46940
Kentucky,Public,2 Year,5310,18000
Iowa,Public,2 Year,5970,7140
Illinois,Private,4 Year,37055,37055
New York,Private,2 Year,14850,14850
New York,Private,2 Year,14850,14850
New York,Private,4 Year,41900,41900
Massachusetts,Private,4 Year,35788,35788
North Carolina,Private,4 Year,35319,35319
Florida,Private,4 Year,35814,35814
Arizona,Private,4 Year,35654,35654
Florida,Private,4 Year,9360,9360
Massachusetts,Private,4 Year,46852,46852
Georgia,Private,4 Year,20292,20292
Massachusetts,Private,4 Year,39804,39804
Iowa,Private,4 Year,18400,18400
Virginia,Private,4 Year,35135,35135
Georgia,Private,4 Year,51306,51306
California,Private,2 Year,11070,11070
Kansas,Public,4 Year,6758,20675
Massachusetts,Private,4 Year,33050,33050
Alabama,Public,2 Year,4500,8130
New York,Public,2 Year,5686,10586
South Carolina,Private,4 Year,34560,34560
New Jersey,Public,2 Year,4995,8790
Arizona,Public,2 Year,2580,9810
Ohio,Private,2 Year,10653,10653
New York,Private,4 Year,48191,48191
Illinois,Private,4 Year,25390,25390
Missouri,Private,4 Year,23296,23296
Washington,Public,2 Year,4417,4417
Florida,Private,4 Year,17145,17145
Washington,Public,4 Year,7949,26459
California,Public,2 Year,1416,8526
Connecticut,Private,4 Year,48350,48350
New Jersey,Private,4 Year,42618,42618
New Jersey,Private,4 Year,40236,40236
West Virginia,Public,4 Year,7514,16324
Iowa,Private,4 Year,16876,16876
Oklahoma,Private,4 Year,6400,6400
New York,Public,4 Year,5740,15520
Alabama,Private,4 Year,21690,21690
North Carolina,Public,4 Year,4915,16523
North Carolina,Public,2 Year,2392,8152
California,Public,2 Year,1461,8511
New Jersey,Private,4 Year,34315,34315
Michigan,Public,4 Year,12630,12630
Virginia,Private,4 Year,34175,34175
Washington,Private,4 Year,7650,7650
New York,Public,2 Year,5158,7450
Michigan,Private,4 Year,22758,22758
Massachusetts,Private,4 Year,31384,31384
Tennessee,Private,4 Year,21480,21480
Massachusetts,Public,4 Year,10355,16435
New York,Private,4 Year,21640,21640
Florida,Private,4 Year,18950,18950
Montana,Public,2 Year,4638,11778
South Carolina,Public,2 Year,5540,8210
Florida,Public,4 Year,5827,17768
Florida,Public,4 Year,6039,21595
Florida,Private,4 Year,17142,17142
Florida,Public,2 Year,3100,11747
Florida,Public,4 Year,6118,25162
Florida,Private,4 Year,41850,41850
Florida,Public,4 Year,6558,18956
Florida,Public,2 Year,3277,13162
Florida,Private,4 Year,15536,15536
Florida,Private,2 Year,13800,13800
Florida,Private,4 Year,36348,36348
Florida,Public,2 Year,3401,13944
Florida,Public,2 Year,3146,12038
Florida,Public,4 Year,6516,21683
California,Public,2 Year,1450,9580
Minnesota,Public,2 Year,5258,5258
Missouri,Private,4 Year,26340,26340
California,Public,2 Year,1499,9419
New York,Private,4 Year,52687,52687
South Carolina,Private,2 Year,8700,8700
North Carolina,Public,2 Year,2446,8206
Kansas,Public,4 Year,5133,15201
Colorado,Public,4 Year,9040,19696
Montana,Public,2 Year,2520,2520
Kansas,Public,2 Year,2880,3330
Georgia,Public,4 Year,6664,19740
Wisconsin,Public,2 Year,4565,6578
Massachusetts,Public,4 Year,10335,16415
South Carolina,Public,4 Year,11160,21544
Ohio,Private,4 Year,27630,27630
Texas,Public,2 Year,2838,3850
Pennsylvania,Private,4 Year,56750,56750
Indiana,Private,4 Year,32010,32010
New Hampshire,Private,4 Year,36900,36900
Ohio,Private,4 Year,15805,15805
Massachusetts,Private,4 Year,53736,53736
Maryland,Public,2 Year,4457,11627
Tennessee,Private,4 Year,21950,21950
California,Private,2 Year,36400,36400
California,Public,2 Year,1420,9160
California,Private,4 Year,31452,31452
Kansas,Private,4 Year,28415,28415
Colorado,Public,2 Year,3986,15074
Maryland,Public,4 Year,9172,22892
California,Public,2 Year,1445,9185
New York,Public,2 Year,5460,10060
South Carolina,Private,4 Year,49532,49532
Alabama,Public,2 Year,4800,8430
Texas,Public,2 Year,2050,4600
Pennsylvania,Private,4 Year,32136,32136
Kansas,Public,2 Year,3120,3690
North Carolina,Private,4 Year,31220,31220
Maryland,Public,2 Year,4380,9870
North Carolina,Public,2 Year,2386,8146
Kentucky,Public,2 Year,5350,18040
Connecticut,Public,2 Year,4404,13644
Arizona,Public,2 Year,2580,9810
Wisconsin,Public,2 Year,4026,6039
California,Public,2 Year,1418,8408
New York,Public,2 Year,4640,5240
Pennsylvania,Private,4 Year,26730,26730
Alabama,Public,2 Year,4680,8550
Alabama,Public,2 Year,4440,4440
Oregon,Private,4 Year,36020,36020
Virginia,Public,4 Year,12462,35922
Kentucky,Private,4 Year,38650,38650
Georgia,Public,4 Year,9346,28060
Georgia,Public,4 Year,6124,18552
Georgia,Public,2 Year,3844,11590
Georgia,Public,4 Year,12424,33020
Georgia,Public,2 Year,6120,6120
Georgia,Public,2 Year,3460,6258
Georgia,Public,2 Year,3860,11606
Georgia,Public,2 Year,3454,6124
Georgia,Public,4 Year,7422,20904
Georgia,Public,4 Year,6336,19412
Georgia,Public,4 Year,10858,29432
New Jersey,Private,4 Year,32876,32876
Virginia,Public,2 Year,4913,10841
Pennsylvania,Private,4 Year,54480,54480
Michigan,Public,2 Year,4440,7350
California,Public,2 Year,1451,8381
Arizona,Public,2 Year,2580,9840
West Virginia,Public,4 Year,7327,16565
Missouri,Private,4 Year,4770,4770
Ohio,Private,4 Year,4270,4270
Vermont,Private,4 Year,16586,16586
Michigan,Public,2 Year,4924,7373
California,Private,4 Year,15840,15840
California,Public,2 Year,1452,9552
Delaware,Private,4 Year,24300,24300
Missouri,Private,4 Year,21150,21150
Washington,Private,4 Year,43210,43210
Ohio,Private,2 Year,15959,15959
Connecticut,Private,2 Year,20888,20888
Massachusetts,Private,4 Year,37400,37400
Georgia,Public,2 Year,4292,12714
Indiana,Private,4 Year,33700,33700
Maryland,Private,4 Year,44300,44300
Illinois,Public,4 Year,12196,21586
Michigan,Private,4 Year,19950,19950
Indiana,Private,4 Year,24768,24768
Nebraska,Private,4 Year,23030,23030
Iowa,Private,4 Year,29240,29240
Louisiana,Public,4 Year,7435,16458
Arizona,Private,4 Year,27090,27090
Michigan,Public,2 Year,3879,11319
Michigan,Public,4 Year,12484,17762
Iowa,Private,4 Year,27608,27608
New Hampshire,Public,4 Year,9645,10875
Kansas,Private,4 Year,6540,6540
Pennsylvania,Private,4 Year,17630,17630
Washington,Public,2 Year,4620,5043
Texas,Public,2 Year,3600,6120
Nevada,Public,4 Year,3128,9542
New Hampshire,Public,2 Year,7200,15450
Montana,Public,2 Year,3386,10278
Michigan,Private,4 Year,17220,17220
Vermont,Private,4 Year,37002,37002
Washington,Public,4 Year,4581,4581
Massachusetts,Public,2 Year,6932,14582
North Carolina,Private,4 Year,29140,29140
South Carolina,Public,2 Year,5580,11100
Illinois,Private,4 Year,27152,27152
Iowa,Private,4 Year,52392,52392
California,Public,2 Year,1418,9158
Pennsylvania,Private,4 Year,17930,17930
North Carolina,Private,4 Year,38250,38250
North Carolina,Public,2 Year,2333,8093
Florida,Public,2 Year,2963,10791
Georgia,Private,2 Year,11750,11750
Minnesota,Private,4 Year,45400,45400
Oregon,Private,4 Year,13650,13650
Georgia,Private,2 Year,9850,9850
Georgia,Public,2 Year,3506,6176
Pennsylvania,Private,4 Year,35600,35600
Maryland,Public,2 Year,4050,7920
North Carolina,Public,2 Year,2452,8212
New York,Private,4 Year,54620,54620
Minnesota,Private,4 Year,41298,41298
Virginia,Private,4 Year,45746,45746
Massachusetts,Private,4 Year,51668,51668
Virginia,Private,4 Year,26702,26702
Missouri,Private,4 Year,22750,22750
Indiana,Private,4 Year,37670,37670
Pennsylvania,Private,2 Year,24200,24200
Texas,Private,4 Year,28990,28990
Arkansas,Private,4 Year,20135,20135
Maryland,Public,2 Year,4644,10075
Illinois,Public,2 Year,4578,14553
Missouri,Public,4 Year,5340,9973
Pennsylvania,Public,2 Year,6683,9135
Pennsylvania,Private,4 Year,23900,23900
California,Public,2 Year,1400,8870
New York,Private,4 Year,45510,45510
Massachusetts,Private,4 Year,50420,50420
California,Private,4 Year,56876,56876
Kansas,Public,4 Year,480,480
Nebraska,Private,4 Year,30050,30050
Pennsylvania,Private,4 Year,54592,54592
Hawaii,Private,4 Year,25980,25980
Hawaii,Private,2 Year,13485,13485
Iowa,Public,2 Year,6360,6600
North Carolina,Public,2 Year,2383,8143
Kentucky,Public,2 Year,5310,18000
Illinois,Public,2 Year,4590,13110
Illinois,Private,4 Year,12920,12920
Ohio,Private,4 Year,31000,31000
Montana,Public,2 Year,3349,9083
New York,Private,2 Year,21286,21286
Massachusetts,Private,4 Year,22490,22490
Kentucky,Public,2 Year,5550,18000
Arkansas,Public,4 Year,8436,10086
Arkansas,Private,4 Year,45790,45790
Minnesota,Public,2 Year,5119,5119
Michigan,Public,2 Year,3850,8380
Alabama,Private,4 Year,12312,12312
Washington,Private,4 Year,18124,18124
New York,Public,2 Year,5320,7950
Kansas,Private,2 Year,26900,26900
Minnesota,Public,2 Year,5336,5336
North Carolina,Private,4 Year,35118,35118
Illinois,Public,2 Year,5220,8160
Kansas,Public,2 Year,3030,3510
Washington,Public,2 Year,4027,4461
New York,Private,4 Year,22400,22400
Texas,Public,2 Year,2970,4120
Florida,Public,2 Year,3132,11388
Michigan,Private,4 Year,27577,27577
Mississippi,Public,2 Year,3130,6170
Ohio,Private,4 Year,34300,34300
Tennessee,Private,2 Year,19571,19571
New York,Private,4 Year,55255,55255
Florida,Private,4 Year,6490,6490
Ohio,Public,2 Year,4390,8790
Florida,Private,4 Year,17600,17600
New York,Private,4 Year,46760,46760
Virginia,Private,4 Year,39035,39035
Mississippi,Public,2 Year,3110,5690
Connecticut,Private,4 Year,9670,9670
Indiana,Private,4 Year,30820,30820
Pennsylvania,Private,4 Year,30346,30346
California,Private,4 Year,39316,39316
New York,Private,4 Year,7700,7700
Massachusetts,Public,2 Year,5760,11940
Maryland,Private,4 Year,39492,39492
Michigan,Private,4 Year,34010,34010
California,Private,4 Year,33400,33400
Kentucky,Public,2 Year,5070,17760
California,Private,4 Year,7700,7700
South Carolina,Public,2 Year,5248,10408
New York,Private,4 Year,32488,32488
Connecticut,Public,2 Year,4394,13162
Texas,Private,4 Year,32530,32530
Texas,Public,2 Year,2031,4686
Texas,Public,2 Year,2560,5420
Maryland,Public,2 Year,4920,9060
Texas,Private,4 Year,28090,28090
New Jersey,Public,2 Year,5718,14028
New York,Public,2 Year,5640,12915
California,Private,4 Year,40650,40650
California,Public,4 Year,7676,19556
California,Private,4 Year,14292,14292
Alabama,Private,4 Year,27400,27400
Tennessee,Private,2 Year,6635,6635
Indiana,Private,4 Year,26180,26180
Alabama,Private,4 Year,5390,5390
Pennsylvania,Private,2 Year,21990,21990
Maine,Private,4 Year,18180,18180
Texas,Private,4 Year,14346,14346
Kansas,Public,2 Year,3000,4230
Colorado,Private,2 Year,13010,13010
Idaho,Public,4 Year,7420,22940
Alaska,Public,2 Year,4300,4300
Illinois,Public,2 Year,4500,11340
Illinois,Private,4 Year,33090,33090
Illinois,Public,2 Year,3730,11008
Illinois,Public,2 Year,3730,11008
Illinois,Public,2 Year,3730,11008
Illinois,Public,2 Year,3730,11008
Illinois,Private,4 Year,47296,47296
Illinois,Public,4 Year,14516,26040
Illinois,Public,2 Year,4015,11793
Illinois,Private,4 Year,47636,47636
Pennsylvania,Private,4 Year,27350,27350
California,Public,2 Year,1420,9010
Kansas,Public,2 Year,2910,3300
Florida,Public,2 Year,3115,11715
Indiana,Private,4 Year,26900,26900
Indiana,Public,4 Year,9090,19836
Indiana,Public,4 Year,10681,35456
Indiana,Public,4 Year,7344,19400
Indiana,Public,4 Year,7344,19400
Indiana,Public,4 Year,7344,19400
Pennsylvania,Public,4 Year,12979,17299
Indiana,Public,4 Year,7344,19400
Indiana,Public,4 Year,7344,19400
Indiana,Public,4 Year,8450,20288
Indiana,Public,4 Year,9465,29821
Indiana,Private,4 Year,25980,25980
New Mexico,Public,4 Year,4980,4980
Arizona,Private,4 Year,11250,11250
Ohio,Private,2 Year,31950,31950
Minnesota,Public,2 Year,5332,5332
New York,Private,4 Year,38812,38812
Iowa,Public,2 Year,5490,7890
Iowa,Public,2 Year,6058,6388
Iowa,Public,4 Year,8988,23392
Iowa,Private,4 Year,30500,30500
Iowa,Public,2 Year,5615,5765
California,Public,2 Year,1418,9608
New York,Private,2 Year,16650,16650
North Carolina,Public,2 Year,2334,8094
Minnesota,Public,2 Year,5920,7102
Mississippi,Public,2 Year,3020,5220
New York,Private,4 Year,43978,43978
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Indiana,Public,2 Year,4368,8402
Virginia,Public,2 Year,5508,11436
Michigan,Public,2 Year,5910,10500
Tennessee,Public,2 Year,4425,13191
Mississippi,Public,4 Year,8226,19454
Texas,Private,2 Year,8000,8000
Alabama,Public,4 Year,10425,20145
Florida,Private,4 Year,36670,36670
Ohio,Public,2 Year,5104,10210
Virginia,Public,4 Year,12016,28416
North Carolina,Public,2 Year,2501,8645
New York,Private,2 Year,12600,12600
New York,Public,2 Year,5850,10720
Texas,Private,4 Year,11720,11720
Missouri,Public,2 Year,3330,6510
Virginia,Private,4 Year,26886,26886
Kentucky,Public,2 Year,5310,18000
New York,Public,2 Year,5424,10176
Alabama,Public,2 Year,4800,8370
New York,Private,4 Year,51326,51326
Pennsylvania,Private,2 Year,12725,12725
Tennessee,Private,2 Year,10450,10450
Illinois,Public,2 Year,3600,5940
Arkansas,Private,4 Year,26928,26928
Ohio,Private,4 Year,41340,41340
California,Private,4 Year,18261,18261
California,Private,4 Year,26100,26100
Virginia,Public,2 Year,4800,10098
North Carolina,Private,4 Year,13330,13330
Illinois,Public,2 Year,4890,8190
Maryland,Private,4 Year,54240,54240
Maryland,Private,4 Year,50180,50180
North Carolina,Private,4 Year,32091,32091
Colorado,Private,4 Year,32091,32091
Florida,Private,4 Year,32091,32091
Rhode Island,Private,4 Year,32091,32091
North Carolina,Private,4 Year,18236,18236
Pennsylvania,Private,2 Year,18641,18641
Kansas,Public,2 Year,2790,6600
Tennessee,Private,4 Year,16060,16060
Florida,Private,4 Year,16060,16060
North Carolina,Public,2 Year,2497,8257
Illinois,Public,2 Year,4380,13140
Mississippi,Public,2 Year,3440,5440
Alabama,Private,4 Year,18510,18510
Illinois,Private,4 Year,29860,29860
New York,Private,4 Year,45360,45360
Pennsylvania,Private,4 Year,45597,45597
Michigan,Private,4 Year,48516,48516
Michigan,Public,2 Year,3446,7646
Illinois,Public,2 Year,4620,22382
Missouri,Private,4 Year,38400,38400
Kansas,Public,2 Year,3120,6510
Kansas,Public,4 Year,10263,25767
Kansas,Private,4 Year,29500,29500
Illinois,Public,2 Year,4470,12330
New Jersey,Public,4 Year,12348,19383
New Hampshire,Public,4 Year,14212,23176
New York,Private,4 Year,9700,9700
Florida,Private,4 Year,29920,29920
Michigan,Public,2 Year,4083,8350
Maine,Public,2 Year,3462,6282
Georgia,Public,4 Year,7432,21158
Ohio,Public,4 Year,10012,18714
Ohio,Public,2 Year,5664,14366
Ohio,Public,2 Year,5664,14366
Ohio,Public,2 Year,5664,14366
Ohio,Public,2 Year,5664,14366
Ohio,Public,2 Year,5664,14366
Ohio,Public,2 Year,5664,14366
Ohio,Public,2 Year,5664,14366
Kentucky,Private,4 Year,19820,19820
Kentucky,Private,4 Year,9460,9460
Kentucky,Public,4 Year,8090,19390
Kentucky,Private,4 Year,26440,26440
Ohio,Private,4 Year,55930,55930
Ohio,Private,4 Year,16200,16200
Michigan,Private,4 Year,43490,43490
New York,Private,4 Year,32093,32093
Florida,Private,2 Year,11085,11085
Pennsylvania,Private,4 Year,26920,26920
Texas,Public,2 Year,2370,6240
Tennessee,Private,4 Year,29714,29714
Pennsylvania,Private,4 Year,37226,37226
Iowa,Public,2 Year,5170,6550
Michigan,Public,2 Year,4170,8130
Illinois,Public,2 Year,4770,13290
Oregon,Public,2 Year,5496,8714
Illinois,Private,4 Year,46554,46554
Pennsylvania,Public,4 Year,10802,14660
Michigan,Private,4 Year,21989,21989
Pennsylvania,Private,4 Year,28564,28564
Pennsylvania,Private,4 Year,30560,30560
California,Private,4 Year,32778,32778
Kansas,Public,2 Year,3060,3810
Massachusetts,Private,2 Year,36863,36863
Wisconsin,Public,2 Year,5850,5850
Pennsylvania,Private,2 Year,15450,15450
Pennsylvania,Private,4 Year,52880,52880
Georgia,Private,4 Year,30470,30470
California,Private,4 Year,30700,30700
South Dakota,Public,2 Year,6364,6364
Ohio,Private,4 Year,31422,31422
Illinois,Private,4 Year,47064,47064
Illinois,Public,2 Year,4110,13736
Michigan,Public,2 Year,4500,6345
North Dakota,Public,2 Year,4475,4475
Minnesota,Public,2 Year,5166,6270
Michigan,Public,4 Year,12090,12090
California,Public,2 Year,1410,9825
Washington,Public,2 Year,4879,5313
Florida,Public,2 Year,3172,13276
Ohio,Public,2 Year,3849,10038
Wisconsin,Private,4 Year,28870,28870
New Hampshire,Public,2 Year,6720,14970
Wisconsin,Public,2 Year,4020,6030
Illinois,Private,4 Year,16320,16320
Colorado,Public,2 Year,3950,6332
Texas,Public,2 Year,5634,18084
Texas,Public,2 Year,5330,17780
Texas,Public,2 Year,5459,17820
Texas,Public,4 Year,10192,22642
Pennsylvania,Private,4 Year,25270,25270
South Carolina,Public,4 Year,11700,21300
Maine,Private,2 Year,20740,20740
Vermont,Private,2 Year,56800,56800
Tennessee,Private,4 Year,10690,10690
Oregon,Public,2 Year,5641,12683
California,Public,2 Year,1461,9201
Oklahoma,Public,4 Year,5950,13300
Michigan,Public,2 Year,3530,9830
Wyoming,Public,2 Year,3426,7938
Texas,Public,2 Year,4080,7140
California,Public,2 Year,1436,9686
Massachusetts,Private,4 Year,36000,36000
California,Public,2 Year,1407,9147
Michigan,Private,4 Year,33570,33570
Wisconsin,Private,4 Year,47475,47475
Alabama,Public,2 Year,4760,8660
Utah,Private,2 Year,3440,3440
New York,Private,4 Year,34625,34625
Pennsylvania,Private,4 Year,43650,43650
Texas,Public,2 Year,2643,5313
Tennessee,Private,4 Year,17690,17690
Minnesota,Public,2 Year,4920,4920
North Carolina,Private,4 Year,26198,26198
Pennsylvania,Public,2 Year,4080,10620
Pennsylvania,Private,4 Year,52930,52930
Tennessee,Private,4 Year,11196,11196
North Carolina,Public,2 Year,2405,8165
North Carolina,Private,4 Year,36400,36400
Massachusetts,Private,4 Year,28770,28770
Texas,Private,4 Year,30210,30210
Oregon,Private,4 Year,50934,50934
Illinois,Public,2 Year,4440,15690
Illinois,Private,4 Year,32450,32450
Idaho,Public,4 Year,6618,19236
Virginia,Private,4 Year,25276,25276
California,Private,4 Year,15804,15804
Georgia,Private,4 Year,13194,13194
New York,Private,4 Year,27030,27030
South Carolina,Private,4 Year,26000,26000
Illinois,Private,4 Year,13200,13200
Illinois,Private,2 Year,18600,18600
Illinois,Public,2 Year,4215,11985
Tennessee,Private,4 Year,22010,22010
California,Private,4 Year,11040,11040
Pennsylvania,Public,4 Year,11666,16802
Missouri,Public,4 Year,7632,14172
Missouri,Private,4 Year,17600,17600
Kentucky,Private,4 Year,24850,24850
Oregon,Private,4 Year,43232,43232
Oregon,Public,2 Year,5290,11792
Tennessee,Private,4 Year,32144,32144
Montana,Private,2 Year,3200,3200
Nebraska,Private,2 Year,5130,5130
New York,Private,4 Year,37715,37715
New York,Private,4 Year,37715,37715
North Carolina,Private,4 Year,18297,18297
Pennsylvania,Public,4 Year,10878,20452
Missouri,Private,4 Year,8350,8350
California,Private,4 Year,35192,35192
Texas,Public,2 Year,1984,5884
California,Public,2 Year,1418,10628
New York,Private,2 Year,9846,9846
Virginia,Public,4 Year,13340,29300
Ohio,Public,2 Year,3485,8081
Iowa,Private,4 Year,34184,34184
Virginia,Public,2 Year,4739,10667
California,Public,2 Year,1402,8932
California,Public,2 Year,4925,4925
California,Public,2 Year,1404,8934
California,Public,2 Year,1404,8934
California,Public,2 Year,1404,8934
California,Public,2 Year,1418,8948
California,Public,2 Year,1418,8948
California,Public,2 Year,1404,8934
California,Public,2 Year,1390,9160
North Carolina,Private,2 Year,18581,18581
Louisiana,Private,4 Year,17000,17000
Louisiana,Public,4 Year,11950,28627
Louisiana,Public,4 Year,6964,14230
Louisiana,Public,2 Year,6500,11864
Louisiana,Public,4 Year,6923,13705
Louisiana,Public,4 Year,7235,20389
Louisiana,Public,4 Year,9645,18558
Ohio,Private,4 Year,22480,22480
Washington,Public,2 Year,4624,5102
California,Private,4 Year,48522,48522
Illinois,Private,4 Year,44048,44048
Maryland,Private,4 Year,49085,49085
Louisiana,Private,4 Year,39692,39692
Texas,Private,4 Year,22440,22440
New Mexico,Public,2 Year,962,2426
Alabama,Public,2 Year,4740,8610
Iowa,Private,4 Year,42290,42290
Georgia,Private,4 Year,9520,9520
Pennsylvania,Public,2 Year,5430,13230
Pennsylvania,Private,4 Year,40315,40315
Vermont,Public,4 Year,12074,25394
Florida,Private,4 Year,38210,38210
Arkansas,Private,4 Year,28790,28790
Minnesota,Private,4 Year,54344,54344
Illinois,Private,2 Year,13520,13520
New York,Private,4 Year,11500,11500
Illinois,Private,4 Year,27690,27690
Michigan,Public,2 Year,3270,7380
Wisconsin,Public,2 Year,4401,6414
Kentucky,Public,2 Year,5310,18000
Michigan,Private,4 Year,21900,21900
Iowa,Private,4 Year,16530,16530
Maine,Private,4 Year,35000,35000
Maine,Private,2 Year,9310,9310
Maine,Public,4 Year,13478,27098
Ohio,Private,4 Year,30860,30860
New Hampshire,Public,2 Year,7050,15300
Connecticut,Public,2 Year,4424,13192
Indiana,Private,4 Year,32758,32758
Kansas,Public,2 Year,6000,6000
Kansas,Private,4 Year,15850,15850
New York,Private,4 Year,43480,43480
New York,Private,4 Year,47300,47300
New York,Private,4 Year,38820,38820
Pennsylvania,Private,2 Year,17028,17028
Pennsylvania,Public,4 Year,12330,21780
Michigan,Private,4 Year,7050,7050
Wisconsin,Private,4 Year,15410,15410
New York,Private,2 Year,15140,15140
Wisconsin,Private,4 Year,27400,27400
Indiana,Private,4 Year,34000,34000
Ohio,Private,4 Year,36040,36040
Alabama,Public,2 Year,9418,15418
Ohio,Public,2 Year,5282,7202
New York,Private,4 Year,39600,39600
Vermont,Private,4 Year,40840,40840
Wisconsin,Private,4 Year,41870,41870
North Carolina,Private,4 Year,32968,32968
West Virginia,Public,4 Year,8128,18614
Iowa,Public,2 Year,5970,6390
North Carolina,Public,2 Year,2318,8078
Minnesota,Private,4 Year,15410,15410
Tennessee,Private,4 Year,24246,24246
Indiana,Private,4 Year,16500,16500
Virginia,Private,4 Year,31085,31085
Michigan,Private,4 Year,23630,23630
Maryland,Private,4 Year,48630,48630
Oregon,Private,4 Year,20835,20835
California,Private,4 Year,36134,36134
New York,Private,4 Year,33778,33778
Virginia,Private,4 Year,31466,31466
Tennessee,Private,4 Year,34880,34880
Missouri,Private,4 Year,28470,28470
Pennsylvania,Private,4 Year,34910,34910
Massachusetts,Public,2 Year,6360,12540
Massachusetts,Public,4 Year,13200,36400
Massachusetts,Public,4 Year,10734,19679
Massachusetts,Private,4 Year,51832,51832
Massachusetts,Public,4 Year,9724,26102
Massachusetts,Public,2 Year,6030,12210
North Carolina,Public,2 Year,2409,8169
Kentucky,Public,2 Year,5310,18000
North Dakota,Public,4 Year,6666,9399
Maryland,Private,4 Year,43260,43260
North Carolina,Public,2 Year,2333,8093
Illinois,Public,2 Year,3494,14603
Illinois,Private,4 Year,30520,30520
Texas,Public,2 Year,3450,5700
Texas,Private,4 Year,27244,27244
Minnesota,Private,4 Year,29300,29300
Louisiana,Public,4 Year,7859,18934
Kansas,Private,4 Year,28951,28951
Massachusetts,Private,4 Year,32705,32705
New York,Private,4 Year,29500,29500
New York,Private,4 Year,29500,29500
South Carolina,Public,4 Year,26826,26826
Tennessee,Private,4 Year,33100,33100
California,Public,2 Year,1420,9160
California,Private,4 Year,42800,42800
California,Public,2 Year,1436,9176
New Jersey,Public,2 Year,5257,9547
Georgia,Private,4 Year,36894,36894
New York,Private,4 Year,19042,19042
Iowa,Private,4 Year,17752,17752
Ohio,Private,4 Year,15240,15240
Pennsylvania,Private,4 Year,38070,38070
North Carolina,Private,4 Year,37176,37176
Mississippi,Public,2 Year,3015,3995
Massachusetts,Private,4 Year,41760,41760
California,Public,2 Year,1420,9610
Arizona,Public,2 Year,2565,9795
Minnesota,Public,2 Year,5084,6266
New Mexico,Public,2 Year,2250,3630
New York,Private,4 Year,10000,10000
Pennsylvania,Private,4 Year,35160,35160
Illinois,Private,4 Year,20800,20800
North Carolina,Private,4 Year,33846,33846
New York,Private,4 Year,19454,19454
Nebraska,Public,2 Year,3105,4545
Missouri,Public,2 Year,3090,7110
Minnesota,Public,4 Year,7879,14980
Colorado,Public,4 Year,7665,20847
Florida,Public,2 Year,3547,12075
Ohio,Public,2 Year,5880,16472
Ohio,Public,2 Year,5880,16472
Ohio,Public,4 Year,15378,34895
Michigan,Private,4 Year,10600,10600
Michigan,Public,4 Year,14460,39765
Michigan,Public,4 Year,15646,33726
Michigan,Public,2 Year,4744,7080
Oklahoma,Private,4 Year,18334,18334
Indiana,Private,2 Year,15600,15600
North Carolina,Private,4 Year,14400,14400
Nebraska,Public,2 Year,3210,4130
Wisconsin,Public,2 Year,4026,6039
Kansas,Private,4 Year,30736,30736
Georgia,Public,4 Year,4608,13568
Tennessee,Public,4 Year,9206,28364
Vermont,Private,4 Year,54450,54450
Connecticut,Public,2 Year,4404,13172
Massachusetts,Public,2 Year,6450,12630
New Jersey,Public,2 Year,4410,4410
Texas,Public,2 Year,2670,5550
Nebraska,Private,4 Year,32558,32558
South Carolina,Public,2 Year,5598,16278
Illinois,Private,4 Year,10820,10820
Kentucky,Private,4 Year,24650,24650
Missouri,Private,4 Year,7770,7770
Texas,Public,4 Year,9019,10969
New York,Private,2 Year,15000,15000
New York,Private,2 Year,13500,13500
Alabama,Private,4 Year,11604,11604
Montana,Public,2 Year,4230,8820
Pennsylvania,Public,4 Year,12226,21946
Tennessee,Private,4 Year,33700,33700
Illinois,Private,4 Year,35102,35102
California,Private,4 Year,30257,30257
Mississippi,Private,4 Year,39910,39910
Wisconsin,Public,2 Year,4515,6528
Wisconsin,Private,4 Year,37360,37360
Wisconsin,Private,4 Year,40749,40749
Missouri,Public,2 Year,3670,6430
Minnesota,Private,4 Year,39210,39210
Minnesota,Public,2 Year,5396,5396
Minnesota,Public,2 Year,5628,5628
Minnesota,Public,2 Year,5358,5358
