Public,5530,4007,1697,8463,1498,21.5,40
Public,4144,3379,1853,10135,1448,16.3,77
Private,7700,3700,1906,7671,30,13.1,97
Public,4743,3970,2233,13436,2582,11.5,44
Public,8631,6732,2546,11669,1605,19.7,54
Private,12394,5232,2464,9205,531,6.3,93
Public,8586,6383,2503,13138,4289,7.8,66
Private,1758,1485,419,2041,174,13.2,72
Private,4044,2826,688,2738,138,15.0,63
Public,9643,7751,1968,8894,2456,16.6,63
Private,5892,2718,756,2854,594,11.7,100
Private,8766,5498,1243,5071,438,5.9,80
Private,3934,2735,886,3698,217,15.6,66
Private,2306,1721,538,4309,549,13.6,62
Public,285,280,208,1140,473,23.6,43
Private,4471,2942,910,3674,493,14.1,92
Public,848,560,377,1855,1412,14.8,48
Public,7693,5815,2328,12594,3661,16.9,63
Public,7589,4676,1876,14770,10962,17.0,47
Private,12229,8498,2477,13259,1429,11.4,68
Public,1401,1239,605,3716,675,19.4,36
Public,2379,2133,1292,4283,2973,22.0,38
Public,2850,2044,1046,9260,1387,18.7,45
Private,2057,1807,828,4106,982,13.8,89
Private,374,280,185,995,408,12.6,62
Public,7473,5372,3013,15749,3237,16.5,53
Public,3281,2559,1448,10975,8431,21.0,29
Public,14752,9572,5329,30017,5189,19.7,65
Public,4217,3100,1686,9375,5457,25.3,50
Private,974,704,290,1145,39,7.5,57
Private,2459,1997,582,2664,299,11.2,65
Private,1445,966,326,1129,24,10.3,82
Private,1712,1557,696,2936,433,11.5,47
Public,5095,4491,2400,13894,8374,12.8,37
Public,7663,6008,1735,7353,1674,9.9,79
Public,15849,5384,2678,11278,114,9.5,95
Public,12749,7025,3343,20356,4582,9.0,65
Public,1558,1254,472,3754,2477,23.4,53
Public,2593,1966,1030,6038,579,21.0,65
Public,910,910,342,1434,417,15.2,36
Public,4400,3719,1472,7804,1552,23.1,67
Public,2409,1939,759,3819,1347,22.2,46
Public,14901,10932,4631,23945,2200,11.5,72
Public,5244,3782,1930,11561,7443,15.9,38
Public,2029,1516,1073,7535,1488,15.1,45
Private,663,452,192,1481,1160,17.4,78
Private,1399,1026,308,1131,17,11.6,79
Private,325,260,86,699,717,10.5,68
Public,368,344,212,863,189,14.9,40
Private,2075,1727,520,2501,198,14.2,95
Private,7791,4690,1499,5500,90,5.8,83
Private,3550,1877,653,2164,77,9.7,90
Private,7759,5588,1477,6362,1292,13.4,96
Public,4963,3497,1567,10262,5065,8.7,45
Public,2996,2440,704,3006,338,16.0,31
Public,15712,11719,4277,18511,604,13.8,73
Private,1847,1610,453,1298,67,13.7,30
Private,1470,900,287,1130,417,15.7,68
Private,647,518,271,1014,387,10.7,73
Private,1465,1006,188,703,20,22.9,58
Private,800,623,256,801,5,9.9,72
Private,1416,1015,417,1324,117,13.2,75
Private,5661,2392,903,3499,172,4.3,89
Private,1092,890,477,847,497,11.3,68
Private,440,311,112,466,7,11.4,63
Private,1231,1074,345,1295,105,12.4,67
Private,1305,1100,334,1098,151,12.1,86
Private,3315,1096,425,1584,3,9.6,90
Private,1209,942,214,822,46,11.2,65
Public,6540,5839,2440,14445,1344,16.9,56
Private,7654,5259,1254,4879,1274,3.9,90
Public,1373,1373,724,2754,474,20.3,52
Private,1190,978,324,1280,61,16.2,63
Private,280,143,79,327,110,15.1,90
Private,665,462,226,1739,1550,20.6,48
Private,2895,1249,579,2195,156,10.6,91
Private,318,240,130,416,19,8.3,69
Private,1480,1257,452,2961,572,15.4,64
Private,980,807,350,872,448,14.4,84
Private,4772,1973,712,2714,27,12.1,92
Public,6502,3539,1372,7484,1904,15.3,52
Public,1164,1062,478,2138,227,16.3,60
Private,1566,1400,483,1509,170,16.4,67
Public,3224,2519,1057,5000,706,14.6,55
Private,1205,984,278,1071,98,12.5,60
Public,9167,7191,2738,15739,4278,24.7,55
Private,1650,1471,409,1803,1116,15.4,59
Public,2702,1623,604,2315,146,19.4,52
Public,5548,3563,1549,8909,506,22.7,61
Public,3100,2150,825,3234,941,15.7,65
Private,662,553,184,665,37,12.5,62
Private,996,866,377,1411,72,12.5,80
Private,917,720,213,979,743,10.5,50
Public,950,713,351,1276,9,14.9,87
Private,1432,920,548,2200,56,12.7,85
Private,1738,1373,417,1335,30,13.2,71
Private,903,755,213,971,305,14.1,72
Private,1861,998,359,1220,46,10.5,72
Private,1681,1069,344,1235,30,13.6,52
Private,1121,926,372,1270,160,16.9,80
Private,2139,1492,502,2186,2171,12.6,63
Private,1631,1431,434,1803,603,13.3,67
Private,1658,1327,395,1595,159,13.3,68
Private,663,547,315,1279,75,11.2,59
Private,469,435,227,851,120,12.9,52
Private,4186,1245,526,1988,29,9.0,99
Private,167,130,46,199,676,8.3,67
Private,1239,1017,383,1207,157,13.9,91
Public,3325,2047,1301,5800,872,20.2,58
Public,2320,1805,769,3395,670,12.8,59
Private,152,128,75,282,22,8.5,50
Private,1979,1739,575,1980,144,12.8,78
Private,1501,935,273,1059,34,15.3,75
Private,2768,2314,682,2802,86,15.2,82
Public,2197,1515,543,3089,2029,21.0,40
Private,1959,1805,695,2849,1107,13.3,83
Private,2097,1915,695,2793,166,14.4,49
Private,10705,2453,1317,5217,83,5.8,99
Private,2989,1855,691,2988,1726,18.1,99
